Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Yoga duration (ms),Other duration (ms)
14:00:00.000+05:30,14:15:00.000+05:30,,13.513020520037061,,,,76.25,77.0,76.0,,,,263,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.513020520037061,,,,80.5,87.0,76.0,,,,263,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,13.513020520037061,,,,82.0,85.0,78.0,,,,263,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,13.513020520037061,,,,84.25,93.0,79.0,,,,263,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,13.513020520037061,,,,90.25,99.0,85.0,,,,263,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,13.513020520037061,,,,90.5,94.0,85.0,,,,263,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.513020520037061,,,,82.75,86.0,81.0,,,,263,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.513020520037061,,,,85.75,90.0,82.0,,,,263,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,13.513020520037061,,,,82.0,92.0,76.0,,,,263,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,5,48.62273409230705,323.80495867768593,4.0,4,75.0,88.0,70.0,,,,675,,,,,294000
16:30:00.000+05:30,16:45:00.000+05:30,15,120.99173553719008,991.2396694214876,15.0,15,128.0,137.0,121.0,1.1013773679733276,1.1013773679733276,1.1013773679733276,1525,,,,,900000
16:45:00.000+05:30,17:00:00.000+05:30,11,87.67333363788536,683.9553719008264,10.0,10,130.75,135.0,126.0,,,,1133,,,,,621000
17:00:00.000+05:30,17:15:00.000+05:30,,13.513019732981293,,,,91.75,96.0,81.0,,,,263,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,13.513019732981293,,,,83.5,85.0,80.0,,,,263,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,7,13.513019732981293,135.10219261952008,,,87.75,92.0,77.0,,,,377,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,15,13.513019732981293,262.9936828847468,,,75.0,80.0,73.0,,,,484,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,15,13.513019732981293,262.9936828847468,,,81.75,94.0,73.0,0.2922152280807495,0.2922152280807495,0.2922152280807495,484,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,15,13.513019732981293,262.9936828847468,,,86.5,97.0,75.0,,,,484,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,15,13.513019732981293,320.58186749706647,,,80.25,82.0,75.0,,,,590,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,15,13.513019732981293,544.329466927649,,,74.5,79.0,73.0,,,,1002,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,15,13.513019732981293,544.329466927649,,,78.5,84.0,76.0,0.6048105359077454,0.6048105359077454,0.6048105359077454,1002,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,15,13.513019732981293,544.329466927649,,,75.5,85.0,67.0,,,,1002,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,15,13.513019732981293,544.329466927649,,,79.25,80.0,79.0,,,,1002,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,15,13.513019788655047,1244.6056457682862,15.0,15,80.5,84.0,73.0,,,,1894,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.513019788657152,1244.632101645598,15.0,15,80.75,87.0,78.0,,,,1894,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,15,13.513019788657152,1244.632101645598,15.0,15,77.25,84.0,72.0,1.3829245567321777,1.3829245567321777,1.3829245567321777,1894,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,15,13.513019788657152,1244.632101645598,15.0,15,94.0,98.0,82.0,,,,1894,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,15,13.513019227850085,591.2844519085731,,,91.75,98.0,87.0,,,,1076,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,15,13.513019210958829,571.6059139883505,,,88.0,90.0,87.0,,,,1052,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,15,13.513019210958829,571.6059139883505,,,90.25,92.0,89.0,0.6351177096366882,0.6351177096366882,0.6351177096366882,1052,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,15,13.513019210958829,571.6059139883505,,,81.25,92.0,71.0,,,,1052,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,15,13.513020293243633,1225.808681151149,14.0,14,76.5,81.0,73.0,,,,1869,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,15,13.51302033055608,1248.3627299718248,15.0,15,80.0,81.0,78.0,,,,1898,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,15,13.51302033055608,1248.3627299718248,15.0,15,75.5,83.0,69.0,1.387069582939148,1.387069582939148,1.387069582939148,1898,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,15,13.51302033055608,1248.3627299718248,15.0,15,82.5,85.0,81.0,,,,1898,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,15,13.513020286076179,512.4155528236565,1.0,1,85.75,94.0,83.0,,,,922,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,15,13.513020283507704,469.9185554611768,,,87.0,88.0,85.0,,,,865,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,15,13.513020283507704,469.9185554611768,,,81.0,84.0,80.0,0.5221316814422607,0.5221316814422607,0.5221316814422607,865,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,15,13.513020283507704,469.9185554611768,,,85.0,85.0,85.0,,,,865,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,14,13.513020314974652,434.73993026762486,,,101.0,110.0,87.0,,,,800,,,,,
